category,stockNo,stockName,lastPrice,change,changePercent,volumn,turnover,PE,PB,earningYield,marketCap
Coal,01277.HK,KINETIC M&E,0.580,0.000,0.000%,446.00K,260.72K,5.03,1.49,9.48%,4.89B
Petroleum & Gases,02728.HK,JINTAI ENERGY H,0.162,+0.002,+1.250%,672.00K,109.56K,2.02,11.31,0.00%,721.71M
Petroleum & Gases,03395.HK,PERSTA,0.375,-0.005,-1.316%,2.00K,760.00,No Profit,0.80,0.00%,135.71M
Petroleum & Gases,08009.HK,CHI ENGY HOLD,0.890,0.000,0.000%,0.00,0.00,No Profit,0.13,0.00%,52.42M
Watch & Jewellery,00417.HK,TSE SUI LUEN,1.150,0.000,0.000%,46.00K,52.90K,No Profit,0.30,0.00%,286.56M
Watch & Jewellery,00442.HK,HIFOOD GROUP,0.570,0.000,0.000%,0.00,0.00,No Profit,0.48,0.00%,98.38M
Watch & Jewellery,00444.HK,SINCEREWATCH HK,0.060,+0.003,+5.263%,6.42M,375.22K,No Profit,0.50,0.00%,362.64M
Watch & Jewellery,00475.HK,CENTRAL DEV H,0.730,0.000,0.000%,20.00K,14.80K,No Profit,11.92,0.00%,282.92M
Watch & Jewellery,00513.HK,CONTINENTAL-NEW,0.510,0.000,0.000%,0.00,0.00,No Profit,0.16,0.00%,348.39M
Coal,01303.HK,HUILI RES,0.230,0.000,0.000%,0.00,0.00,No Profit,0.76,0.00%,372.60M
Coal,01393.HK,HIDILI INDUSTRY,0.220,0.000,0.000%,0.00,0.00,No Profit,0.78,0.00%,450.03M
Coal,01573.HK,SOUTHERN ENERGY,0.680,0.000,0.000%,0.00,0.00,2.06,0.36,0.00%,488.24M
Coal,01733.HK,E-COMMODITIES,0.405,+0.020,+5.195%,6.55M,2.60M,2.66,0.31,0.00%,1.23B
Coal,01738.HK,FS ANTHRACITE,1.000,-0.050,-4.762%,7.50K,7.55K,No Profit,N/A,0.00%,1.38B
Watch & Jewellery,00590.HK,LUK FOOK HOLD,26.800,0.000,0.000%,1.15M,30.39M,15.49,1.39,5.60%,15.73B
Watch & Jewellery,00860.HK,APOLLO FMG,0.410,-0.010,-2.381%,7.21M,2.99M,No Profit,0.82,0.00%,3.27B
Watch & Jewellery,00887.HK,EMPEROR WATCH&J,0.242,+0.003,+1.255%,13.64M,3.31M,48.40,0.36,0.62%,1.64B
Watch & Jewellery,01327.HK,LUXXU GROUP,0.139,0.000,0.000%,0.00,0.00,No Profit,0.26,0.00%,62.45M
Watch & Jewellery,01466.HK,AFFLUENTPARTNER,0.136,-0.002,-1.449%,49.00K,6.51K,No Profit,0.79,0.00%,36.23M
Watch & Jewellery,01470.HK,PROSPER ONE,0.101,0.000,0.000%,0.00,0.00,No Profit,2.99,0.00%,80.80M
Coal,01878.HK,SOUTHGOBI-S,1.360,+0.050,+3.817%,38.30K,50.23K,No Profit,N/A,0.00%,372.13M
Coal,01898.HK,CHINA COAL,4.550,-0.080,-1.728%,16.02M,72.99M,9.54,0.50,3.51%,18.69B
Coal,02798.HK,PER ENERGY,2.100,+0.260,+14.130%,18.65M,38.91M,8.16,1.86,1.79%,3.36B
Coal,03668.HK,YANCOAL AUS,13.000,0.000,0.000%,0.00,0.00,No Profit,0.55,0.00%,17.17B
Coal,03948.HK,YITAI COAL,5.380,-0.020,-0.370%,82.20K,449.49K,No Profit,0.44,5.01%,1.75B
Coal,06885.HK,JINMA ENERGY,3.490,+0.060,+1.749%,206.00K,711.09K,3.22,0.54,10.25%,472.62M
Watch & Jewellery,01815.HK,CSMALL,0.690,-0.020,-2.817%,1.08M,751.52K,No Profit,0.51,0.00%,854.13M
Watch & Jewellery,01856.HK,ERNEST BOREL,2.600,0.000,0.000%,0.00,0.00,684.21,5.95,0.00%,903.34M
Watch & Jewellery,01929.HK,CHOW TAI FOOK,17.580,-0.160,-0.902%,8.52M,150.89M,29.15,5.71,2.28%,175.80B
Watch & Jewellery,02033.HK,TIME WATCH,0.910,0.000,0.000%,0.00,0.00,20.68,0.87,0.00%,1.89B
Watch & Jewellery,02882.HK,HKRH,0.045,-0.005,-10.000%,367.05K,16.63K,No Profit,N/A,0.00%,69.60M
Coal,08250.HK,SILK RD ENERGY,0.017,0.000,0.000%,1.00M,16.92K,No Profit,0.35,0.00%,127.37M
Toys,00114.HK,HERALD HOLD,0.650,+0.010,+1.563%,30.00K,19.00K,11.59,0.56,9.23%,392.92M
Watch & Jewellery,02923.HK,CONTINENTAL-OLD,0.500,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,341.56M
Watch & Jewellery,03326.HK,PERFECT GROUP,0.325,-0.015,-4.412%,363.00K,115.76K,5.73,0.67,6.15%,438.75M
Watch & Jewellery,03389.HK,HENGDELI,0.325,-0.010,-2.985%,828.80K,270.99K,No Profit,0.38,0.00%,1.45B
Watch & Jewellery,08219.HK,HANVEY GROUP,0.054,-0.012,-18.182%,30.28M,1.73M,No Profit,1.36,0.00%,54.00M
Watch & Jewellery,08537.HK,CHONG FAI JEWEL,0.079,0.000,0.000%,0.00,0.00,No Profit,0.73,0.00%,59.25M
Toys,00180.HK,KADER HOLDINGS,0.440,+0.035,+8.642%,38.00K,15.95K,No Profit,0.19,0.00%,418.26M
Toys,00209.HK,WINSHINE SCI,0.039,+0.001,+2.632%,1.43M,53.18K,No Profit,3.77,0.00%,142.81M
Toys,00348.HK,CHINAHEALTHWISE,0.330,0.000,0.000%,2.60K,806.00,No Profit,0.86,0.00%,254.26M
Toys,00381.HK,KIU HUNG INT'L,0.058,-0.004,-6.452%,8.93M,522.69K,No Profit,0.12,0.00%,66.81M
Toys,00413.HK,SC HOLDINGS,0.110,0.000,0.000%,0.00,0.00,22.00,0.23,0.00%,1.45B
Toys,00635.HK,PLAYMATES,0.900,0.000,0.000%,130.00K,117.02K,No Profit,0.31,8.33%,1.88B
Toys,00765.HK,PERFECTECH INTL,1.300,0.000,0.000%,6.00K,7.80K,No Profit,3.99,0.00%,425.00M
Toys,00869.HK,PLAYMATES TOYS,0.690,0.000,0.000%,1.15M,792.16K,No Profit,0.86,0.00%,814.20M
Toys,01005.HK,MATRIX HOLDINGS,2.700,0.000,0.000%,0.00,0.00,270.00,1.82,2.04%,2.04B
Toys,01126.HK,DREAM INT'L,3.060,+0.030,+0.990%,292.00K,892.62K,7.59,0.81,3.92%,2.07B
Toys,01348.HK,QUALI-SMART,0.280,0.000,0.000%,1.14M,321.58K,No Profit,1.41,0.00%,412.78M
Toys,02122.HK,KIDSLAND INTL,0.240,0.000,0.000%,0.00,0.00,No Profit,0.34,0.00%,192.00M
Toys,03830.HK,KIDDIELAND,0.180,0.000,0.000%,0.00,0.00,1.10,1.26,83.33%,180.00M
Toys,06918.HK,KIDZTECH,1.530,-0.090,-5.556%,604.00K,926.22K,26.74,1.58,1.18%,796.96M
Toys,08545.HK,AMUSE GROUP,0.094,0.000,0.000%,2.54M,233.73K,10.81,0.53,0.00%,94.00M
Textile & Apparels,00146.HK,TAI PING CARPET,1.090,0.000,0.000%,0.00,0.00,No Profit,0.63,0.00%,231.28M
Toys,09992.HK,POP MART,72.000,-5.000,-6.494%,4.01M,292.97M,137.29,13.82,0.25%,100.94B
Textile & Apparels,00238.HK,EVERGREEN INT,0.255,0.000,0.000%,0.00,0.00,No Profit,0.27,0.00%,241.95M
Textile & Apparels,00294.HK,YANGTZEKIANG,2.150,0.000,0.000%,0.00,0.00,No Profit,0.40,0.00%,444.51M
Textile & Apparels,00321.HK,TEXWINCA HOLD,1.750,+0.030,+1.744%,2.45M,4.28M,8.84,0.45,8.57%,2.42B
Textile & Apparels,00420.HK,FOUNTAIN SET,1.380,-0.030,-2.128%,1.86M,2.58M,19.71,0.50,5.07%,1.69B
Textile & Apparels,00518.HK,TUNGTEX (HOLD),0.390,+0.005,+1.299%,414.00K,160.28K,0.69,0.41,70.82%,175.92M
Textile & Apparels,00528.HK,KINGDOM HOLDING,1.270,0.000,0.000%,0.00,0.00,No Profit,0.57,0.00%,799.69M
Textile & Apparels,00643.HK,CARRY WEALTH,0.153,0.000,0.000%,0.00,0.00,No Profit,0.90,0.00%,125.16M
Textile & Apparels,00707.HK,ATV HOLDINGS,0.041,-0.001,-2.381%,12.04M,490.74K,No Profit,2.70,0.00%,406.95M
Textile & Apparels,01367.HK,SFUND INTL HLDG,0.510,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,244.80M
Textile & Apparels,01382.HK,PACIFICTEXTILES,4.670,0.000,0.000%,4.41M,20.73M,9.16,1.97,9.42%,6.59B
Textile & Apparels,01400.HK,MOODY TECH HLDG,0.096,-0.007,-6.796%,3.51M,324.68K,No Profit,N/A,0.00%,41.82M
Textile & Apparels,01440.HK,DEYUN HOLDING,0.740,+0.020,+2.778%,1.20M,864.10K,13.38,0.11,0.00%,932.40M
Textile & Apparels,01682.HK,HP LIVING TECH,0.160,0.000,0.000%,0.00,0.00,No Profit,1.16,0.00%,125.75M
Textile & Apparels,01795.HK,YADONG GROUP,0.630,+0.040,+6.780%,66.00K,41.22K,6.88,1.52,4.76%,378.00M
Textile & Apparels,01968.HK,HINGTEX HLDGS,0.212,+0.002,+0.952%,28.00K,5.72K,No Profit,0.36,0.00%,135.68M
Textile & Apparels,01982.HK,NAMESON HLDGS,0.660,-0.010,-1.493%,394.00K,258.68K,4.80,0.67,7.58%,1.50B
Textile & Apparels,02020.HK,ANTA SPORTS,175.900,-6.900,-3.775%,9.74M,1.72B,76.90,16.61,0.39%,475.52B
Textile & Apparels,02111.HK,BEST PACIFIC,2.550,+0.130,+5.372%,20.00K,50.34K,10.29,0.90,2.90%,2.65B
Textile & Apparels,02123.HK,GOLDEN SHIELD,0.224,0.000,0.000%,0.00,0.00,4.17,0.25,0.00%,253.10M
Textile & Apparels,02199.HK,REGINA MIRACLE,2.720,-0.120,-4.225%,276.00K,763.54K,26.41,1.09,1.77%,3.33B
Textile & Apparels,02223.HK,CASABLANCA,0.710,0.000,0.000%,278.00K,196.14K,11.36,0.43,14.09%,183.08M
Textile & Apparels,02228.HK,CECEP COSTIN,0.600,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,1.40B
Textile & Apparels,02299.HK,BILLION IND,5.270,0.000,0.000%,0.00,0.00,11.79,1.50,0.00%,11.17B
Textile & Apparels,02307.HK,KAM HING INT'L,0.410,-0.005,-1.205%,8.00K,3.10K,No Profit,0.17,0.00%,356.67M
Textile & Apparels,02368.HK,EAGLE NICE,5.260,+0.130,+2.534%,240.00K,1.23M,8.93,1.85,7.99%,2.80B
Textile & Apparels,02668.HK,PAK TAK INT'L,0.234,+0.033,+16.418%,60.00K,13.40K,32.06,1.28,0.00%,912.60M
Textile & Apparels,02678.HK,TEXHONG TEXTILE,12.500,-0.060,-0.478%,657.50K,8.33M,18.40,1.22,1.60%,11.46B
Textile & Apparels,02698.HK,WEIQIAO TEXTILE,2.520,-0.020,-0.787%,963.00K,2.43M,12.44,0.14,2.89%,1.04B
Textile & Apparels,02903.HK,VICTORY CITY,0.290,0.000,0.000%,0.00,0.00,N/A,N/A,0.00%,67.59M
Soft Drinks,00359.HK,HAISHENG JUICE,0.094,+0.006,+6.818%,328.00K,29.14K,No Profit,0.10,0.00%,121.24M
Soft Drinks,00364.HK,BLOCKCHAIN GP,0.091,0.000,0.000%,0.00,0.00,No Profit,0.99,0.00%,107.82M
Soft Drinks,00506.HK,CHINA FOODS,2.810,-0.010,-0.355%,413.01K,1.17M,13.22,1.33,3.77%,7.86B
Soft Drinks,00756.HK,SUMMI,0.160,-0.004,-2.439%,344.00K,55.08K,0.62,N/A,0.00%,365.13M
Soft Drinks,00904.HK,CHINA GREEN,0.218,-0.007,-3.111%,197.27K,43.04K,No Profit,0.06,0.00%,79.60M
Soft Drinks,01115.HK,TIBET WATER,0.840,0.000,0.000%,670.00K,565.28K,103.64,0.67,0.00%,2.16B
Packaged Foods,00060.HK,HK FOOD INV,0.710,-0.040,-5.333%,170.00K,124.18K,No Profit,0.30,0.00%,184.31M
Soft Drinks,01446.HK,HUNGFOOKTONG,0.510,+0.020,+4.082%,114.00K,57.32K,5.35,1.00,5.61%,334.53M
Soft Drinks,02119.HK,TSIT WING INTL,1.040,0.000,0.000%,658.00K,685.90K,10.08,1.36,5.37%,749.56M
Soft Drinks,02150.HK,NAYUKI,16.660,-0.460,-2.687%,31.38M,507.62M,N/A,N/A,0.00%,28.57B
Soft Drinks,02218.HK,ANDRE JUICE,6.780,-0.180,-2.586%,332.50K,2.20M,13.87,1.02,0.88%,656.06M
Soft Drinks,02898.HK,LONGRUN TEA,0.380,0.000,0.000%,0.00,0.00,No Profit,40.93,0.00%,551.58M
Packaged Foods,00142.HK,FIRST PACIFIC,2.700,+0.050,+1.887%,5.11M,13.80M,7.49,0.48,5.37%,11.70B
Packaged Foods,00197.HK,HENG TAI,0.090,+0.001,+1.124%,1.31M,117.08K,No Profit,0.11,0.00%,168.54M
Packaged Foods,00322.HK,TINGYI,16.060,+0.560,+3.613%,19.12M,308.19M,18.66,3.59,5.35%,90.37B
Packaged Foods,00829.HK,SHENGUAN HLDGS,0.410,-0.010,-2.381%,2.42M,981.59K,12.29,0.41,14.63%,1.32B
Packaged Foods,00834.HK,KANGDA FOOD,0.350,+0.020,+6.061%,32.00K,11.12K,No Profit,0.21,0.00%,151.53M
Medicine,00239.HK,PAK FAH YEOW,1.850,+0.030,+1.648%,55.50K,101.29K,No Profit,0.86,3.46%,576.53M
Soft Drinks,06868.HK,TENFU,5.420,-0.010,-0.184%,28.00K,152.05K,16.24,2.86,4.80%,5.95B
Soft Drinks,08241.HK,YING KEE TEA,0.225,-0.002,-0.881%,0.00,0.00,No Profit,2.90,0.00%,81.28M
Soft Drinks,09633.HK,NONGFU SPRING,38.900,-0.050,-0.128%,10.16M,391.15M,67.99,23.69,0.52%,195.85B
Packaged Foods,01152.HK,MOMENTUM FIN,0.050,0.000,0.000%,0.00,0.00,10.87,0.78,0.00%,49.10M
Packaged Foods,01175.HK,FRESH EXP,0.059,0.000,0.000%,0.00,0.00,No Profit,0.15,0.00%,97.13M
Packaged Foods,01210.HK,CHRISTINE,0.173,0.000,0.000%,0.00,0.00,No Profit,N/A,0.00%,174.76M
Packaged Foods,01262.HK,LABIXIAOXIN,0.305,0.000,0.000%,522.00K,155.47K,No Profit,0.73,0.00%,405.34M
Packaged Foods,01285.HK,JIASHILI GP,1.760,0.000,0.000%,79.00K,139.04K,4.30,0.69,2.84%,730.40M
Medicine,00241.HK,ALI HEALTH,16.560,-0.660,-3.833%,42.61M,708.59M,531.67,13.19,0.00%,223.36B
Medicine,00401.HK,WANJIA GROUP,0.111,0.000,0.000%,40.00K,4.44K,No Profit,0.37,0.00%,62.18M
Medicine,00455.HK,TIANDA PHARMA,0.224,+0.007,+3.226%,150.00K,32.29K,No Profit,0.64,1.16%,481.61M
Medicine,00460.HK,SIHUAN PHARM,3.130,-0.190,-5.723%,151.90M,484.63M,52.52,2.71,5.71%,29.58B
Medicine,00503.HK,LANSEN PHARMA,2.530,0.000,0.000%,837.00K,2.09M,1.47,0.66,0.00%,1.00B
Packaged Foods,01458.HK,ZHOU HEI YA,9.510,+0.200,+2.148%,12.50M,118.36M,113.98,4.64,0.84%,22.66B
Packaged Foods,01475.HK,NISSIN FOODS,6.040,+0.100,+1.684%,1.53M,9.24M,21.49,1.67,2.33%,6.42B
Packaged Foods,01583.HK,QINQIN FOODS,2.280,-0.040,-1.724%,38.00K,86.12K,73.57,1.08,0.00%,1.72B
Packaged Foods,01676.HK,SHENGHAI GROUP,1.560,-0.060,-3.704%,78.00K,125.50K,No Profit,0.29,0.00%,156.00M
Packaged Foods,01705.HK,B & S INTL HLDG,0.610,-0.070,-10.294%,3.99M,2.44M,406.67,1.93,1.64%,244.00M
Medicine,00512.HK,CHINAGRANDPHARM,7.160,-0.100,-1.377%,9.32M,66.68M,13.76,2.26,1.54%,25.41B
Medicine,00570.HK,TRAD CHI MED,5.150,-0.170,-3.195%,63.79M,341.54M,13.08,1.21,0.00%,25.93B
Medicine,00574.HK,PASHUN INT'L,0.075,-0.011,-12.791%,2.15M,184.34K,No Profit,0.33,0.00%,110.62M
Medicine,00575.HK,ENDURANCE RP,0.178,+0.003,+1.714%,696.00K,121.37K,No Profit,1.10,0.00%,427.10M
Medicine,00719.HK,SHANDONG XINHUA,3.980,0.000,0.000%,622.00K,2.47M,6.42,0.64,4.49%,776.10M
Packaged Foods,01767.HK,TS WONDERS,0.370,0.000,0.000%,330.00K,122.10K,9.28,1.08,0.00%,370.00M
Packaged Foods,01837.HK,NATURAL FOOD IH,0.500,0.000,0.000%,344.00K,171.86K,No Profit,0.85,0.00%,1.09B
Packaged Foods,01927.HK,JIUJIUWANG,0.385,-0.005,-1.282%,775.00K,298.60K,4.37,N/A,0.00%,304.92M
Packaged Foods,03799.HK,DALI FOODS,4.650,+0.020,+0.432%,5.85M,27.07M,13.93,3.06,3.44%,63.68B
Packaged Foods,06836.HK,TIANYUN INT'L,1.630,0.000,0.000%,1.92M,3.13M,9.06,1.32,0.00%,1.61B
Medicine,00775.HK,CKLIFE SCIENCES,0.860,-0.030,-3.371%,20.13M,17.55M,66.15,1.75,1.16%,8.27B
Medicine,00858.HK,EXTRAWELL PHAR,0.139,+0.006,+4.511%,760.00K,100.10K,No Profit,0.32,0.00%,332.21M
Medicine,00867.HK,CMS,19.980,-0.470,-2.298%,6.92M,140.21M,16.38,3.75,2.47%,49.37B
Medicine,00874.HK,BAIYUNSHAN PH,24.200,-0.350,-1.426%,10.54M,265.43M,11.32,1.26,2.65%,5.32B
Medicine,00950.HK,LEE'S PHARM,4.780,-0.080,-1.646%,433.50K,2.07M,21.74,1.31,1.21%,2.81B
Medicine,01011.HK,NT PHARMA,0.118,+0.001,+0.855%,1.15M,138.06K,No Profit,11.58,0.00%,224.75M
Medical Equipment &  Services,00286.HK,AIDIGONG,1.180,-0.030,-2.479%,30.09M,35.50M,No Profit,5.85,0.00%,5.06B
Packaged Foods,08362.HK,WINNING TOWER,0.030,-0.002,-6.250%,200.00K,6.24K,No Profit,0.34,33.33%,42.00M
Packaged Foods,08413.HK,ASIA GROCERY,0.300,-0.020,-6.250%,130.00K,40.00K,No Profit,3.37,0.00%,348.60M
Packaged Foods,08476.HK,OCEAN ONE HLDG,0.820,0.000,0.000%,404.00K,327.26K,8.37,1.43,3.05%,229.60M
Packaged Foods,08491.HK,COOL LINK,0.051,+0.004,+8.511%,17.20M,823.39K,No Profit,0.34,0.00%,38.92M
Medicine,01061.HK,ESSEX BIO-TECH,7.300,-0.290,-3.821%,1.53M,11.23M,19.27,2.95,0.69%,4.21B
Medicine,01093.HK,CSPC PHARMA,11.040,-0.200,-1.779%,51.27M,567.81M,21.46,4.97,1.16%,132.19B
Medicine,01099.HK,SINOPHARM,22.800,-0.300,-1.299%,7.23M,165.14M,8.28,1.06,3.61%,30.59B
Medicine,01110.HK,KINGWORLD,0.780,-0.010,-1.266%,856.00K,667.80K,34.26,0.69,0.83%,485.55M
Medicine,01177.HK,SINO BIOPHARM,7.470,-0.150,-1.969%,85.51M,639.95M,42.52,7.06,0.98%,140.90B
Medical Equipment &  Services,00383.HK,CHINA MED&HCARE,0.111,0.000,0.000%,0.00,0.00,No Profit,0.90,0.00%,1.61B
Medical Equipment &  Services,00648.HK,WAH YAN-NEW,0.380,0.000,0.000%,0.00,0.00,No Profit,0.50,0.00%,123.89M
Medical Equipment &  Services,00673.HK,CHINA HEALTH,0.075,+0.003,+4.167%,792.00K,55.77K,No Profit,3.27,0.00%,310.50M
Medical Equipment &  Services,00708.HK,EVERG VEHICLE,28.000,-0.900,-3.114%,3.26M,92.33M,No Profit,N/A,0.00%,273.53B
Medical Equipment &  Services,00718.HK,TAI UNITED HOLD,0.149,-0.010,-6.289%,20.00K,2.92K,No Profit,0.37,0.00%,782.25M
Medical Equipment &  Services,00722.HK,UMP,0.930,0.000,0.000%,648.00K,601.88K,11.94,1.16,3.55%,721.08M
Medicine,01345.HK,PIONEER PHARM,1.260,-0.020,-1.563%,574.00K,719.01K,26.43,1.47,11.59%,1.59B
Medicine,01498.HK,PURAPHARM,0.700,+0.010,+1.449%,444.50K,309.48K,8.19,0.54,0.00%,276.43M
Medicine,01513.HK,LIVZON PHARMA,36.600,-1.650,-4.314%,1.79M,66.17M,16.78,2.40,4.07%,11.46B
Medicine,01530.HK,3SBIO,9.440,-0.160,-1.667%,40.14M,378.56M,24.00,1.89,0.00%,24.06B
Medicine,01558.HK,HEC PHARM,8.600,+0.030,+0.350%,7.33M,64.48M,7.60,1.30,1.39%,5.62B
Medical Equipment &  Services,00853.HK,MICROPORT,66.900,-2.750,-3.948%,6.58M,441.24M,No Profit,13.84,0.06%,121.51B
Medical Equipment &  Services,00876.HK,KAISA HEALTH,0.160,-0.001,-0.621%,130.00K,20.93K,No Profit,1.27,0.00%,806.74M
Medical Equipment &  Services,00928.HK,LIFE HEALTHCARE,0.112,-0.004,-3.448%,1.20M,135.02K,No Profit,0.50,0.00%,143.92M
Medical Equipment &  Services,01066.HK,WEIGAO GROUP,17.620,-0.500,-2.759%,14.83M,261.97M,32.85,3.81,0.88%,79.68B
Medical Equipment &  Services,01298.HK,YUNNAN ENERGY,1.700,0.000,0.000%,0.00,0.00,No Profit,2.16,0.00%,468.24M
Medicine,01643.HK,MODERN CHI MED,0.950,+0.020,+2.151%,4.64M,4.55M,5.64,N/A,0.00%,570.00M
Medicine,01652.HK,FUSEN PHARM,3.180,-0.040,-1.242%,632.00K,2.00M,29.65,3.13,0.34%,2.46B
Medicine,01666.HK,TONG REN TANG,7.120,-0.010,-0.140%,6.01M,43.49M,16.15,1.34,2.68%,4.48B
Medical Equipment &  Services,01302.HK,LIFETECH SCI,4.800,-0.350,-6.796%,37.97M,184.73M,80.54,7.96,0.00%,22.21B
Medical Equipment &  Services,01358.HK,PW MEDTECH,1.020,-0.070,-6.422%,1.45M,1.47M,2.13,0.26,154.57%,1.60B
Medical Equipment &  Services,01419.HK,HUMAN HEALTH,0.990,-0.010,-1.000%,4.00K,3.96K,No Profit,1.45,0.00%,375.76M
Medical Equipment &  Services,01501.HK,KDL MEDICAL,36.000,-2.200,-5.759%,426.40K,15.52M,41.38,3.84,0.94%,1.66B
Medical Equipment &  Services,01515.HK,CR MEDICAL,8.900,-0.530,-5.620%,11.94M,107.98M,29.87,1.59,0.99%,11.54B
Medical Equipment &  Services,01518.HK,NC HEALTHCARE,1.330,0.000,0.000%,0.00,0.00,No Profit,0.65,0.00%,651.73M
Medical Equipment &  Services,01526.HK,RICI HEALTH,1.300,0.000,0.000%,101.00K,131.31K,N/A,3.43,0.00%,2.07B
Medical Equipment &  Services,01612.HK,VINCENT MED,1.840,-0.030,-1.604%,1.10M,2.04M,5.44,1.96,5.98%,1.21B
Medical Equipment &  Services,01696.HK,SISRAM MED,16.180,-0.520,-3.114%,604.00K,9.73M,69.10,2.78,0.43%,7.15B
Medical Equipment &  Services,01789.HK,AK MEDICAL,13.160,-0.540,-3.942%,7.31M,95.87M,39.43,6.03,0.30%,14.68B
Medical Equipment &  Services,01830.HK,PERFECT MEDICAL,8.740,-0.640,-6.823%,21.33M,178.94M,35.97,15.61,4.35%,10.69B
Medical Equipment &  Services,01833.HK,PA GOODDOCTOR,93.100,-3.600,-3.723%,4.13M,385.43M,No Profit,5.66,0.00%,106.81B
Medical Equipment &  Services,01846.HK,EUROEYES,11.280,+0.080,+0.714%,524.00K,5.91M,56.58,3.90,0.27%,3.71B
Medical Equipment &  Services,01858.HK,CHUNLI MEDICAL,23.900,-2.150,-8.253%,2.12M,51.76M,24.45,6.42,0.00%,2.29B
Medical Equipment &  Services,01931.HK,IVD MEDICAL,3.230,-0.130,-3.869%,670.00K,2.21M,22.72,1.26,1.63%,4.37B
Medical Equipment &  Services,01951.HK,JXR,19.220,-0.380,-1.939%,14.76M,283.13M,161.26,5.38,0.00%,48.20B
Medical Equipment &  Services,02120.HK,KN HOSPITAL,51.750,+2.450,+4.970%,202.80K,10.31M,44.76,2.67,0.00%,1.00B
Medical Equipment &  Services,02135.HK,RAILY AESMED,0.560,-0.030,-5.085%,11.90M,6.68M,187.94,5.19,0.00%,1.17B
Health Products,00897.HK,WAI YUEN TONG,0.335,-0.010,-2.899%,95.05K,31.84K,No Profit,0.16,0.00%,412.60M
Household Appliances,00229.HK,RAYMOND IND,1.130,-0.010,-0.877%,111.00K,125.43K,8.84,0.85,7.08%,566.02M
Health Products,00911.HK,QIANHAI HEALTH,0.117,-0.001,-0.847%,134.50K,15.82K,No Profit,0.29,0.00%,198.05M
Health Products,00932.HK,SHUNTEN INTL,0.126,-0.010,-7.353%,1.00M,127.51K,No Profit,15.35,0.00%,323.18M
Health Products,02031.HK,AUSUPREME,0.290,0.000,0.000%,0.00,0.00,58.00,1.25,3.45%,220.98M
Health Products,02161.HK,JBM HEALTHCARE,1.500,+0.020,+1.351%,817.75K,1.21M,53.96,1.48,0.00%,1.34B
Health Products,03332.HK,SINOLIFE UTD,0.183,-0.007,-3.684%,0.00,0.00,No Profit,0.40,0.00%,49.86M
Household Appliances,00449.HK,CHIGO HOLDING,0.043,0.000,0.000%,0.00,0.00,No Profit,0.92,0.00%,362.67M
Household Appliances,00638.HK,KIN YAT HOLD,1.050,-0.030,-2.778%,692.00K,744.64K,4.45,0.31,0.00%,460.91M
Household Appliances,00669.HK,TECHTRONIC IND,133.800,-1.800,-1.327%,2.94M,394.20M,39.40,8.10,1.01%,245.31B
Household Appliances,00684.HK,ALLAN INT'L,1.800,-0.030,-1.639%,126.00K,227.28K,13.04,0.50,13.89%,603.78M
Household Appliances,00751.HK,SKYWORTH GROUP,2.130,-0.050,-2.294%,5.36M,11.52M,3.63,0.29,0.00%,5.68B
Household Appliances,00833.HK,ALLTRONICS,0.385,+0.005,+1.316%,81.00K,29.70K,2.98,0.81,9.09%,364.25M
Household Appliances,00921.HK,HISENSE HA,10.300,-0.420,-3.918%,727.00K,7.53M,7.45,1.20,4.02%,4.73B
Household Appliances,01280.HK,QIDIAN INTL,1.030,-0.030,-2.830%,10.00K,10.60K,No Profit,N/A,0.00%,225.86M
Household Appliances,01455.HK,FOURACE IND GP,0.310,-0.010,-3.125%,2.85M,892.68K,5.85,1.12,12.26%,387.50M
Household Appliances,01691.HK,JS GLOBAL LIFE,21.750,-0.100,-0.458%,15.31M,325.15M,26.98,6.07,1.22%,76.01B
Household Appliances,01692.HK,TOWNRAY HLDGS,2.100,+0.030,+1.449%,64.00K,133.60K,7.63,2.44,11.10%,753.90M
Household Appliances,02148.HK,VESYNC,11.800,+0.220,+1.900%,3.69M,41.84M,22.52,6.57,1.08%,13.75B
Household Appliances,02381.HK,SMC ELECTRIC,0.130,-0.004,-2.985%,220.00K,29.10K,6.74,1.81,3.08%,260.00M
Household Appliances,06690.HK,HAIER SMARTHOME,26.950,-0.150,-0.554%,13.91M,376.61M,16.87,3.06,1.62%,76.25B
Household Appliances,08222.HK,E LIGHTING,0.087,-0.001,-1.136%,0.00,0.00,4.81,1.59,0.00%,39.24M
Furniture & Household Goods,00396.HK,HING LEE (HK),0.142,0.000,0.000%,0.00,0.00,No Profit,0.75,0.00%,114.75M
Furniture & Household Goods,00464.HK,C OVS NUOXIN,0.500,-0.010,-1.961%,20.00K,10.00K,No Profit,2.55,0.00%,222.82M
Furniture & Household Goods,00526.HK,CHINA AUTO NR,0.068,0.000,0.000%,0.00,0.00,No Profit,0.19,0.00%,546.99M
Furniture & Household Goods,00531.HK,SAMSON HOLDING,0.330,+0.010,+3.125%,6.83M,2.10M,No Profit,0.45,0.00%,1.03B
Furniture & Household Goods,00599.HK,E. BON HOLDINGS,0.410,0.000,0.000%,0.00,0.00,22.91,0.53,2.44%,246.25M
