category,stockNo,stockName,lastPrice,currentRatio,quickRatio,ROA,ROE,grossProfitMargin,netProgitMargin,payout,debtEquityRatio,yrEnd
Petroleum & Gases,00857.HK,PETROCHINA,3.790,0.80,0.59,0.76%,1.56%,100.00%,0.98%,174.84%,50.44%,2020/12
Petroleum & Gases,00883.HK,CNOOC,8.920,2.18,2.11,3.46%,5.75%,100.00%,16.06%,67.42%,33.10%,2020/12
Petroleum & Gases,00931.HK,CHINA LNG,0.420,0.65,0.63,-5.13%,-93.42%,6.53%,-10.61%,N/A,671.78%,2021/03
Petroleum & Gases,01096.HK,SINO ENERGY INT,0.026,0.77,0.76,-28.49%,34.62%,16.73%,-370.24%,N/A,-208.67%,2019/12
Petroleum & Gases,01101.HK,HUARONG ENERGY,0.114,0.00,0.00,77.80%,-9.95%,-18.47%,"2,248.85%",N/A,-43.13%,2020/12
Petroleum & Gases,01192.HK,TITAN PETROCHEM,0.315,0.08,0.07,496.67%,-193.27%,10.46%,646.69%,N/A,-33.42%,2019/12
Petroleum & Gases,01205.HK,CITIC RESOURCES,0.395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Petroleum & Gases,01555.HK,MIE HOLDINGS,0.043,0.03,0.03,-79.90%,35.82%,100.00%,-236.05%,N/A,-98.07%,2020/12
Petroleum & Gases,01621.HK,VICO INTL HLDGS,0.147,2.64,2.49,7.46%,9.40%,5.78%,2.25%,N/A,19.06%,2021/03
Petroleum & Gases,01940.HK,CGII HLDGS,3.820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Petroleum & Gases,02012.HK,SUNSHINE OIL,3.980,0.00,0.00,0.29%,1.34%,100.00%,53.31%,N/A,167.96%,2020/12
Coal,00061.HK,GREEN LEADER,0.130,0.04,0.04,-4.41%,11.92%,9.81%,-23.96%,N/A,-26.06%,2020/12
Petroleum & Gases,02386.HK,SINOPEC SEG,4.930,1.57,1.54,3.33%,8.43%,10.91%,4.55%,55.56%,1.16%,2020/12
Petroleum & Gases,02686.HK,AAG ENERGY,1.290,4.99,4.98,7.25%,8.56%,100.00%,49.14%,68.73%,0.96%,2020/12
Petroleum & Gases,02728.HK,JINTAI ENERGY H,0.162,1.04,0.74,20.16%,544.87%,1.65%,2.47%,N/A,724.28%,2020/12
Petroleum & Gases,03395.HK,PERSTA,0.375,0.11,0.11,-57.63%,-892.47%,13.19%,-193.92%,N/A,"1,040.06%",2020/12
Petroleum & Gases,08009.HK,CHI ENGY HOLD,0.890,49.52,49.52,-2.43%,-2.47%,2.22%,-2.34%,N/A,0.09%,2021/03
Coal,00065.HK,GRAND OCEAN AR,0.247,2.08,1.98,-16.14%,-40.29%,36.34%,-31.96%,N/A,N/A,2020/12
Coal,00276.HK,MONGOLIA ENERGY,0.990,0.35,0.25,-8.34%,11.00%,35.98%,-33.42%,N/A,-218.43%,2021/03
Coal,00307.HK,UP ENERGY DEV,0.129,0.11,0.10,-7.33%,-116.50%,3.75%,-129.40%,N/A,771.25%,2019/03
Coal,00578.HK,ROSAN RES,0.048,0.27,0.25,-18.25%,116.22%,8.84%,-19.80%,N/A,-238.34%,2019/12
Coal,00639.HK,SHOUGANG RES,2.310,2.77,2.72,5.04%,6.82%,46.77%,27.02%,80.02%,0.16%,2020/12
Coal,00645.HK,ARES ASIA,0.260,1.80,1.80,-2.30%,-5.13%,1.28%,-0.69%,N/A,26.15%,2020/03
Coal,00702.HK,SINO OIL & GAS,0.270,0.34,0.34,-3.27%,-6.88%,12.15%,-56.59%,N/A,79.97%,2020/12
Coal,00704.HK,HUSCOKE HLDGS,0.305,1.34,1.28,-21.86%,-151.41%,10.78%,-28.60%,N/A,95.79%,2020/12
Coal,00866.HK,CHINA QINFA,0.134,0.18,0.17,-54.86%,84.85%,15.81%,-129.33%,N/A,-134.30%,2020/12
Coal,00975.HK,MONGOL MINING,2.170,1.39,0.77,1.67%,3.52%,30.80%,6.93%,N/A,54.76%,2020/12
Coal,01088.HK,CHINA SHENHUA,14.940,2.48,2.29,6.37%,9.84%,30.39%,15.37%,100.39%,17.18%,2020/12
Coal,01131.HK,AGRITRADE RES,0.083,1.11,1.02,8.56%,23.55%,32.49%,56.08%,3.01%,66.78%,2019/03
Coal,01142.HK,SIBERIAN MINING,1.510,0.01,0.01,28.45%,-26.38%,0.59%,42.20%,N/A,-10.36%,2021/03
Coal,01171.HK,YANZHOU COAL,10.200,0.56,0.49,2.31%,10.91%,20.39%,9.14%,77.52%,163.84%,2020/12
Coal,01229.HK,NAN NAN RES,0.107,1.57,1.42,-0.52%,-2.01%,41.84%,-2.25%,N/A,161.65%,2021/03
Watch & Jewellery,00084.HK,STELUX HOLDINGS,0.095,0.76,0.41,-6.03%,-16.80%,45.98%,-11.59%,N/A,137.29%,2021/03
Coal,01277.HK,KINETIC M&E,0.580,2.00,1.91,22.19%,29.52%,43.30%,27.51%,47.72%,7.62%,2020/12
Coal,01303.HK,HUILI RES,0.230,6.77,6.77,-3.57%,-4.07%,3.01%,-11.85%,N/A,0.86%,2020/12
Coal,01393.HK,HIDILI INDUSTRY,0.220,0.10,0.09,-2.32%,-48.84%,28.66%,-21.24%,N/A,"1,434.07%",2019/12
Coal,01573.HK,SOUTHERN ENERGY,0.680,0.54,0.54,12.64%,17.34%,52.52%,32.18%,N/A,16.83%,2018/12
Coal,01733.HK,E-COMMODITIES,0.405,1.12,0.97,5.32%,11.77%,6.62%,2.10%,N/A,51.38%,2020/12
Watch & Jewellery,00104.HK,ASIA COMM HOLD,0.250,1.06,0.74,7.19%,14.15%,19.93%,5.03%,N/A,62.94%,2021/03
Watch & Jewellery,00116.HK,CHOW SANG SANG,13.360,3.54,1.14,3.24%,4.53%,27.64%,3.62%,58.46%,25.65%,2020/12
Watch & Jewellery,00256.HK,CITYCHAMP,1.460,1.26,1.10,-0.79%,-3.83%,100.00%,-9.54%,-334.19%,36.72%,2020/12
Watch & Jewellery,00280.HK,KING FOOK HOLD,0.520,6.55,2.82,3.48%,4.33%,28.58%,4.47%,31.95%,14.04%,2021/03
Watch & Jewellery,00398.HK,ORIENTAL WATCH,4.380,4.42,3.04,8.55%,11.71%,27.46%,6.66%,N/A,18.52%,2021/03
Coal,01738.HK,FS ANTHRACITE,1.000,0.28,0.25,-10.45%,48.41%,29.36%,-35.15%,N/A,-276.62%,2020/12
Coal,01878.HK,SOUTHGOBI-S,1.360,0.23,0.08,-9.36%,26.35%,31.76%,-23.37%,N/A,-242.48%,2020/12
Coal,01898.HK,CHINA COAL,4.550,0.90,0.80,1.90%,5.32%,14.52%,3.80%,33.50%,95.49%,2020/12
Coal,02798.HK,PER ENERGY,2.100,0.91,0.85,12.91%,22.74%,51.05%,24.63%,14.59%,27.76%,2020/12
Coal,03668.HK,YANCOAL AUS,13.000,1.12,0.86,-9.41%,-20.03%,100.00%,-29.95%,N/A,81.01%,2020/12
Watch & Jewellery,00417.HK,TSE SUI LUEN,1.150,2.01,0.90,-1.74%,-4.67%,36.23%,-1.66%,N/A,119.00%,2021/03
Watch & Jewellery,00442.HK,HIFOOD GROUP,0.570,5.03,4.07,-32.82%,-36.53%,4.32%,-46.11%,N/A,0.43%,2021/03
Watch & Jewellery,00444.HK,SINCEREWATCH HK,0.060,2.25,0.80,-18.04%,-28.98%,15.52%,-154.23%,N/A,47.83%,2021/03
Watch & Jewellery,00475.HK,CENTRAL DEV H,0.730,1.52,1.36,-10.47%,-107.99%,3.88%,-43.78%,N/A,136.93%,2021/03
Watch & Jewellery,00513.HK,CONTINENTAL-NEW,0.510,1.25,0.65,-0.44%,-0.70%,21.90%,-3.65%,N/A,36.78%,2020/06
Coal,03948.HK,YITAI COAL,5.380,1.12,1.04,-0.77%,-1.99%,25.14%,-1.94%,-113.00%,81.10%,2020/12
Coal,06885.HK,JINMA ENERGY,3.490,1.73,1.54,7.60%,16.74%,15.07%,6.81%,32.97%,30.05%,2020/12
Coal,08250.HK,SILK RD ENERGY,0.017,2.95,2.95,-18.55%,-27.63%,11.66%,-38.14%,N/A,35.20%,2020/06
Watch & Jewellery,00590.HK,LUK FOOK HOLD,26.800,3.98,1.50,7.01%,8.98%,29.71%,11.48%,86.71%,14.71%,2021/03
Watch & Jewellery,00860.HK,APOLLO FMG,0.410,1.93,1.73,-6.49%,-9.57%,35.20%,-96.50%,N/A,5.27%,2020/09
Watch & Jewellery,00887.HK,EMPEROR WATCH&J,0.242,3.49,0.54,0.59%,0.75%,31.98%,1.29%,30.00%,23.29%,2020/12
Watch & Jewellery,01327.HK,LUXXU GROUP,0.139,99.13,70.62,-70.84%,-77.29%,3.42%,-232.62%,N/A,8.14%,2020/12
Watch & Jewellery,01466.HK,AFFLUENTPARTNER,0.136,1.98,1.43,-56.43%,-112.71%,-19.90%,-119.53%,N/A,68.69%,2021/03
Watch & Jewellery,01470.HK,PROSPER ONE,0.101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Watch & Jewellery,01815.HK,CSMALL,0.690,8.67,5.02,-2.25%,-2.55%,25.38%,-10.24%,N/A,1.44%,2020/12
Watch & Jewellery,01856.HK,ERNEST BOREL,2.600,1.49,0.25,0.28%,0.87%,59.53%,1.08%,N/A,24.37%,2020/12
Watch & Jewellery,01929.HK,CHOW TAI FOOK,17.580,1.90,0.42,9.37%,19.59%,28.61%,8.59%,66.33%,44.33%,2021/03
Watch & Jewellery,02033.HK,TIME WATCH,0.910,6.63,4.90,3.66%,4.21%,73.75%,5.29%,N/A,1.33%,2020/06
Textile & Apparels,00146.HK,TAI PING CARPET,1.090,0.97,0.74,-4.77%,-10.04%,53.94%,-5.03%,N/A,40.08%,2020/06
Watch & Jewellery,02882.HK,HKRH,0.045,0.92,0.56,-3.37%,121.09%,34.53%,-7.79%,N/A,"-3,393.32%",2020/06
Watch & Jewellery,02923.HK,CONTINENTAL-OLD,0.500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Watch & Jewellery,03326.HK,PERFECT GROUP,0.325,3.10,0.97,8.97%,11.74%,41.53%,20.86%,35.27%,1.19%,2020/12
Watch & Jewellery,03389.HK,HENGDELI,0.325,17.91,13.16,-10.56%,-11.38%,-12.15%,-31.40%,N/A,1.89%,2020/12
Watch & Jewellery,08219.HK,HANVEY GROUP,0.054,1.07,0.90,-12.46%,-65.81%,23.79%,-18.81%,N/A,269.38%,2020/12
Textile & Apparels,00238.HK,EVERGREEN INT,0.255,2.21,1.84,-9.05%,-14.07%,53.73%,-39.30%,N/A,29.80%,2018/12
Textile & Apparels,00294.HK,YANGTZEKIANG,2.150,5.23,4.93,-2.27%,-2.50%,16.97%,-6.62%,N/A,0.64%,2021/03
Textile & Apparels,00321.HK,TEXWINCA HOLD,1.750,2.16,1.33,3.14%,5.08%,31.02%,3.73%,75.76%,25.86%,2021/03
Textile & Apparels,00420.HK,FOUNTAIN SET,1.380,2.27,1.52,1.58%,2.52%,12.36%,1.73%,100.00%,12.20%,2020/12
Textile & Apparels,00518.HK,TUNGTEX (HOLD),0.390,2.97,2.55,41.40%,59.31%,21.39%,55.61%,N/A,25.23%,2021/03
Toys,00114.HK,HERALD HOLD,0.650,3.05,2.27,3.58%,4.80%,20.92%,3.66%,N/A,1.56%,2021/03
Watch & Jewellery,08537.HK,CHONG FAI JEWEL,0.079,1.96,0.82,-0.21%,-0.35%,27.30%,-0.28%,N/A,52.73%,2021/03
Textile & Apparels,00528.HK,KINGDOM HOLDING,1.270,1.09,0.50,-0.38%,-0.84%,10.15%,-0.94%,N/A,85.68%,2020/12
Textile & Apparels,00643.HK,CARRY WEALTH,0.153,1.85,1.43,-6.20%,-10.97%,16.19%,-5.26%,N/A,16.53%,2020/12
Textile & Apparels,00707.HK,ATV HOLDINGS,0.041,0.61,0.48,-21.39%,-137.10%,-13.82%,-112.34%,N/A,309.75%,2020/12
Textile & Apparels,01367.HK,SFUND INTL HLDG,0.510,0.46,0.46,-43.68%,37.78%,70.66%,-659.57%,N/A,-143.33%,2020/12
Textile & Apparels,01382.HK,PACIFICTEXTILES,4.670,1.93,1.18,13.84%,21.61%,16.00%,13.40%,86.27%,24.33%,2021/03
Toys,00180.HK,KADER HOLDINGS,0.440,0.93,0.52,-3.98%,-5.01%,100.00%,-29.64%,N/A,17.20%,2020/12
Toys,00209.HK,WINSHINE SCI,0.039,0.53,0.31,-19.76%,-252.71%,5.08%,-26.29%,N/A,622.15%,2020/12
Toys,00348.HK,CHINAHEALTHWISE,0.330,5.73,4.78,-5.81%,-8.51%,44.29%,-18.30%,N/A,38.41%,2020/12
Toys,00381.HK,KIU HUNG INT'L,0.058,0.41,0.39,-8.42%,-25.02%,32.35%,-35.30%,N/A,133.32%,2020/12
Toys,00413.HK,SC HOLDINGS,0.110,1.04,0.62,0.47%,1.10%,12.99%,1.71%,N/A,73.66%,2020/12
Textile & Apparels,01400.HK,MOODY TECH HLDG,0.096,0.05,0.05,-78.16%,22.83%,-5.96%,-105.99%,N/A,-99.13%,2020/12
Textile & Apparels,01440.HK,DEYUN HOLDING,0.740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Textile & Apparels,01682.HK,HP LIVING TECH,0.160,3.76,3.76,-3.13%,-3.66%,4.42%,-3.30%,N/A,0.10%,2021/03
Textile & Apparels,01795.HK,YADONG GROUP,0.630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Textile & Apparels,01968.HK,HINGTEX HLDGS,0.212,2.77,1.68,-7.91%,-10.93%,9.32%,-16.06%,N/A,19.78%,2020/12
Toys,00635.HK,PLAYMATES,0.900,2.38,2.36,-6.81%,-8.41%,69.12%,-94.64%,-31.13%,12.30%,2020/12
Toys,00765.HK,PERFECTECH INTL,1.300,2.14,1.93,-7.16%,-14.85%,33.40%,-9.75%,N/A,38.44%,2020/12
Toys,00869.HK,PLAYMATES TOYS,0.690,7.86,7.79,-2.76%,-3.16%,49.10%,-10.39%,N/A,1.23%,2020/12
Toys,01005.HK,MATRIX HOLDINGS,2.700,3.87,2.31,0.77%,0.94%,38.97%,1.17%,550.00%,8.51%,2020/12
Toys,01126.HK,DREAM INT'L,3.060,2.23,1.53,7.69%,10.65%,17.48%,7.22%,29.78%,11.70%,2020/12
Textile & Apparels,01982.HK,NAMESON HLDGS,0.660,1.00,0.60,6.74%,14.00%,18.23%,8.15%,36.34%,67.79%,2021/03
Textile & Apparels,02020.HK,ANTA SPORTS,175.900,2.79,2.32,9.95%,21.50%,58.15%,14.54%,29.73%,70.56%,2020/12
Textile & Apparels,02111.HK,BEST PACIFIC,2.550,1.36,0.94,4.07%,8.78%,24.14%,7.38%,29.85%,81.00%,2020/12
Textile & Apparels,02123.HK,GOLDEN SHIELD,0.224,2.80,2.32,4.14%,6.05%,14.87%,5.37%,N/A,38.93%,2012/12
Textile & Apparels,02199.HK,REGINA MIRACLE,2.720,1.37,0.84,1.44%,4.09%,20.72%,2.10%,N/A,147.07%,2021/03
Toys,01348.HK,QUALI-SMART,0.280,2.47,1.75,-8.12%,-12.16%,14.74%,-7.33%,N/A,19.95%,2021/03
Toys,02122.HK,KIDSLAND INTL,0.240,2.10,0.76,-14.69%,-26.57%,36.61%,-9.24%,N/A,33.95%,2020/12
Toys,03830.HK,KIDDIELAND,0.180,2.21,0.85,66.81%,114.22%,16.25%,59.29%,91.46%,33.32%,2020/04
Toys,06918.HK,KIDZTECH,1.530,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Toys,08545.HK,AMUSE GROUP,0.094,3.99,3.95,3.92%,4.85%,17.95%,4.10%,N/A,3.94%,2021/03
Textile & Apparels,02223.HK,CASABLANCA,0.710,4.30,3.34,3.16%,3.80%,61.98%,5.22%,160.00%,4.68%,2020/12
Textile & Apparels,02228.HK,CECEP COSTIN,0.600,0.04,0.04,-271.94%,10.87%,100.00%,"-69,509.09%",N/A,-75.38%,2019/12
Textile & Apparels,02299.HK,BILLION IND,5.270,0.74,0.50,5.17%,12.81%,17.21%,9.08%,N/A,24.34%,2019/12
Textile & Apparels,02307.HK,KAM HING INT'L,0.410,1.74,1.11,-0.79%,-1.79%,11.18%,-0.97%,N/A,76.10%,2020/12
Textile & Apparels,02368.HK,EAGLE NICE,5.260,1.51,0.92,12.19%,20.73%,20.08%,9.65%,N/A,28.92%,2021/03
Toys,09992.HK,POP MART,72.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Soft Drinks,00359.HK,HAISHENG JUICE,0.094,0.39,0.21,-1.47%,-15.41%,4.34%,-13.12%,N/A,619.12%,2020/12
Textile & Apparels,02668.HK,PAK TAK INT'L,0.234,1.04,1.04,1.14%,4.01%,100.00%,0.71%,N/A,125.43%,2020/12
Textile & Apparels,02678.HK,TEXHONG TEXTILE,12.500,1.16,0.66,2.57%,6.58%,13.83%,2.64%,29.44%,92.19%,2020/12
Textile & Apparels,02698.HK,WEIQIAO TEXTILE,2.520,2.50,2.09,0.84%,1.10%,7.55%,1.61%,35.88%,12.51%,2020/12
Textile & Apparels,02903.HK,VICTORY CITY,0.290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Soft Drinks,00364.HK,BLOCKCHAIN GP,0.091,3.00,1.55,-3.03%,-6.70%,40.67%,-51.79%,N/A,107.95%,2017/12
Soft Drinks,00506.HK,CHINA FOODS,2.810,0.73,0.45,3.30%,10.07%,39.57%,2.89%,49.88%,2.23%,2020/12
Soft Drinks,00756.HK,SUMMI,0.160,0.10,0.05,165.71%,-95.32%,15.15%,618.55%,N/A,-123.26%,2020/06
Soft Drinks,00904.HK,CHINA GREEN,0.218,0.56,0.55,-60.51%,-232.06%,9.41%,-188.32%,N/A,186.68%,2020/04
Soft Drinks,01115.HK,TIBET WATER,0.840,1.59,1.54,0.41%,0.62%,43.65%,3.44%,N/A,22.41%,2020/12
Soft Drinks,01446.HK,HUNGFOOKTONG,0.510,0.65,0.54,7.49%,18.63%,63.75%,8.90%,30.01%,64.77%,2020/12
Soft Drinks,02119.HK,TSIT WING INTL,1.040,4.30,3.33,11.22%,13.90%,41.20%,12.03%,54.07%,4.61%,2020/12
Soft Drinks,02150.HK,NAYUKI,16.660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Soft Drinks,02218.HK,ANDRE JUICE,6.780,14.11,7.65,6.82%,7.20%,23.87%,18.03%,12.20%,N/A,2020/12
Soft Drinks,02898.HK,LONGRUN TEA,0.380,1.14,1.13,-71.74%,-376.78%,44.17%,-90.46%,N/A,10.98%,2021/03
Soft Drinks,06868.HK,TENFU,5.420,1.58,0.73,10.29%,17.44%,61.07%,17.83%,77.89%,41.51%,2020/12
Soft Drinks,08241.HK,YING KEE TEA,0.225,0.86,0.48,-7.25%,-32.77%,77.03%,-25.33%,N/A,342.94%,2021/03
Soft Drinks,09633.HK,NONGFU SPRING,38.900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Packaged Foods,00060.HK,HK FOOD INV,0.710,4.29,3.58,-0.61%,-0.67%,12.21%,-3.17%,N/A,6.64%,2021/03
Medicine,00239.HK,PAK FAH YEOW,1.850,5.79,5.20,-4.82%,-5.70%,100.00%,-35.08%,-52.03%,2.96%,2020/12
Packaged Foods,00142.HK,FIRST PACIFIC,2.700,1.24,1.06,0.75%,6.42%,32.37%,2.83%,"3,419.35%",338.65%,2020/12
Packaged Foods,00197.HK,HENG TAI,0.090,9.11,7.99,-19.52%,-20.93%,5.92%,-58.74%,N/A,1.87%,2020/06
Packaged Foods,00322.HK,TINGYI,16.060,1.06,0.94,6.60%,19.24%,33.17%,6.01%,99.78%,66.37%,2020/12
Packaged Foods,00829.HK,SHENGUAN HLDGS,0.410,3.73,2.59,2.90%,3.38%,24.86%,9.44%,179.78%,5.63%,2020/12
Packaged Foods,00834.HK,KANGDA FOOD,0.350,0.84,0.68,-2.46%,-5.93%,7.60%,-2.37%,N/A,53.66%,2020/12
Medicine,00241.HK,ALI HEALTH,16.560,4.18,3.74,1.97%,2.44%,23.31%,2.25%,N/A,0.26%,2021/03
Medicine,00401.HK,WANJIA GROUP,0.111,2.02,1.73,-2.03%,-2.68%,36.23%,-3.98%,N/A,13.07%,2021/03
Medicine,00455.HK,TIANDA PHARMA,0.224,2.83,2.53,-2.39%,-3.59%,54.60%,-5.72%,-20.63%,19.23%,2021/03
Medicine,00460.HK,SIHUAN PHARM,3.130,2.62,2.42,3.63%,5.15%,77.69%,19.21%,300.00%,7.87%,2020/12
Medicine,00503.HK,LANSEN PHARMA,2.530,3.69,3.56,34.89%,44.71%,64.68%,162.18%,N/A,16.52%,2020/12
Packaged Foods,01152.HK,MOMENTUM FIN,0.050,1.39,1.39,1.18%,7.16%,7.03%,1.27%,N/A,99.04%,2020/12
Packaged Foods,01175.HK,FRESH EXP,0.059,0.75,0.74,-12.63%,-15.61%,2.08%,-5.30%,N/A,16.50%,2020/03
Packaged Foods,01210.HK,CHRISTINE,0.173,0.26,0.22,-18.09%,307.34%,40.03%,-27.33%,N/A,-514.11%,2020/12
Packaged Foods,01262.HK,LABIXIAOXIN,0.305,0.96,0.90,-1.92%,-6.28%,32.73%,-5.78%,N/A,137.32%,2020/12
Packaged Foods,01285.HK,JIASHILI GP,1.760,1.13,1.01,8.05%,16.08%,33.65%,9.40%,12.20%,35.55%,2020/12
Medicine,00512.HK,CHINAGRANDPHARM,7.160,1.24,1.01,10.55%,15.95%,63.52%,28.22%,21.14%,21.25%,2020/12
Medicine,00570.HK,TRAD CHI MED,5.150,2.01,1.36,5.03%,9.21%,61.64%,11.23%,N/A,28.90%,2020/12
Medicine,00574.HK,PASHUN INT'L,0.075,0.99,0.90,-83.16%,-150.53%,3.73%,-88.13%,N/A,34.95%,2020/12
Medicine,00575.HK,ENDURANCE RP,0.178,0.73,0.73,-30.38%,-48.49%,100.00%,"-1,848.11%",N/A,27.85%,2020/12
Medicine,00719.HK,SHANDONG XINHUA,3.980,1.13,0.66,4.58%,10.08%,30.22%,5.41%,28.85%,20.63%,2020/12
Medical Equipment &  Services,00286.HK,AIDIGONG,1.180,1.52,0.86,-13.29%,-49.35%,40.94%,-63.43%,N/A,161.79%,2020/12
Packaged Foods,01458.HK,ZHOU HEI YA,9.510,3.43,3.23,2.34%,3.94%,55.47%,7.41%,95.89%,50.40%,2020/12
Packaged Foods,01475.HK,NISSIN FOODS,6.040,3.09,2.75,5.82%,7.75%,32.93%,8.58%,49.98%,0.43%,2020/12
Packaged Foods,01583.HK,QINQIN FOODS,2.280,2.01,1.70,0.96%,1.32%,31.67%,2.23%,N/A,5.84%,2020/12
Packaged Foods,01676.HK,SHENGHAI GROUP,1.560,9.72,8.04,-6.45%,-7.23%,18.88%,-19.82%,N/A,3.96%,2020/12
Packaged Foods,01705.HK,B & S INTL HLDG,0.610,1.48,1.32,0.21%,0.46%,11.08%,0.12%,666.67%,83.01%,2021/03
Medicine,00775.HK,CKLIFE SCIENCES,0.860,3.60,2.10,1.05%,2.65%,28.47%,2.53%,76.92%,131.12%,2020/12
Medicine,00858.HK,EXTRAWELL PHAR,0.139,3.65,3.52,-10.40%,-11.75%,54.02%,-153.67%,N/A,7.17%,2021/03
Medicine,00867.HK,CMS,19.980,5.46,5.04,19.92%,22.93%,73.92%,36.43%,40.42%,5.44%,2020/12
Medicine,00874.HK,BAIYUNSHAN PH,24.200,1.62,1.29,4.88%,11.15%,16.93%,4.73%,30.01%,35.67%,2020/12
Medicine,00950.HK,LEE'S PHARM,4.780,1.31,0.87,3.98%,6.02%,64.19%,10.63%,26.38%,7.29%,2020/12
Medical Equipment &  Services,00383.HK,CHINA MED&HCARE,0.111,0.88,0.73,-3.27%,-6.27%,18.48%,-9.37%,N/A,54.56%,2020/12
Medical Equipment &  Services,00648.HK,WAH YAN-NEW,0.380,1.10,1.05,-35.62%,-126.64%,24.79%,-160.33%,N/A,154.56%,2016/12
Medical Equipment &  Services,00673.HK,CHINA HEALTH,0.075,1.40,1.36,-3.56%,-8.15%,29.57%,-8.81%,N/A,5.64%,2021/03
Medical Equipment &  Services,00708.HK,EVERG VEHICLE,28.000,1.09,0.31,-4.93%,122.20%,17.40%,-47.74%,N/A,"-1,206.65%",2020/12
Medical Equipment &  Services,00718.HK,TAI UNITED HOLD,0.149,3.85,3.85,-1.07%,-1.27%,100.00%,-142.81%,N/A,11.50%,2020/12
Packaged Foods,01767.HK,TS WONDERS,0.370,5.05,3.96,9.50%,11.71%,26.86%,9.82%,N/A,6.46%,2020/12
Packaged Foods,01837.HK,NATURAL FOOD IH,0.500,3.95,3.54,-1.10%,-1.34%,69.97%,-1.00%,N/A,1.71%,2020/12
Packaged Foods,01927.HK,JIUJIUWANG,0.385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Packaged Foods,03799.HK,DALI FOODS,4.650,3.45,3.23,16.95%,22.04%,39.31%,18.36%,47.94%,11.27%,2020/12
Packaged Foods,06836.HK,TIANYUN INT'L,1.630,2.44,2.19,10.94%,14.68%,27.59%,17.55%,N/A,17.78%,2020/12
Medicine,01011.HK,NT PHARMA,0.118,0.50,0.48,-27.61%,"-2,196.69%",60.84%,-161.28%,N/A,"5,230.39%",2020/12
Medicine,01061.HK,ESSEX BIO-TECH,7.300,2.20,1.96,9.04%,15.35%,81.16%,22.38%,13.20%,39.46%,2020/12
Medicine,01093.HK,CSPC PHARMA,11.040,2.53,2.23,17.16%,23.10%,74.91%,20.69%,24.79%,1.42%,2020/12
Medicine,01099.HK,SINOPHARM,22.800,1.31,1.08,2.31%,12.75%,8.83%,1.57%,29.87%,121.59%,2020/12
Medicine,01110.HK,KINGWORLD,0.780,1.29,1.05,0.93%,1.98%,37.59%,1.57%,28.55%,51.67%,2020/12
Medical Equipment &  Services,00722.HK,UMP,0.930,2.43,2.38,6.61%,9.63%,100.00%,10.57%,42.36%,14.15%,2020/06
Medical Equipment &  Services,00853.HK,MICROPORT,66.900,2.85,2.39,-7.75%,-16.96%,67.21%,-29.48%,-5.06%,26.27%,2020/12
Medical Equipment &  Services,00876.HK,KAISA HEALTH,0.160,3.58,3.51,-5.24%,-6.24%,48.94%,-21.59%,N/A,3.65%,2020/12
Medical Equipment &  Services,00928.HK,LIFE HEALTHCARE,0.112,8.53,6.75,-1.41%,-1.58%,27.76%,-4.49%,N/A,0.25%,2021/03
Medical Equipment &  Services,01066.HK,WEIGAO GROUP,17.620,3.14,2.81,7.42%,11.57%,56.92%,17.89%,28.89%,24.63%,2020/12
Packaged Foods,08362.HK,WINNING TOWER,0.030,3.31,3.03,-3.60%,-4.69%,100.00%,-7.47%,-243.90%,14.50%,2020/12
Packaged Foods,08413.HK,ASIA GROCERY,0.300,6.66,4.72,-11.78%,-14.12%,21.11%,-6.42%,N/A,7.77%,2021/03
Packaged Foods,08476.HK,OCEAN ONE HLDG,0.820,6.60,5.03,15.29%,17.04%,14.85%,8.34%,25.51%,1.56%,2021/03
Packaged Foods,08491.HK,COOL LINK,0.051,1.76,1.43,-0.95%,-2.27%,26.00%,-1.27%,N/A,105.94%,2020/12
Medicine,01177.HK,SINO BIOPHARM,7.470,2.08,1.91,5.87%,16.55%,78.08%,11.72%,45.54%,87.47%,2020/12
Medicine,01345.HK,PIONEER PHARM,1.260,2.33,1.40,3.67%,5.77%,45.64%,3.94%,317.31%,1.66%,2020/12
Medicine,01498.HK,PURAPHARM,0.700,1.03,0.72,2.31%,6.20%,61.47%,5.27%,N/A,102.43%,2020/12
Medicine,01513.HK,LIVZON PHARMA,36.600,2.40,2.16,8.33%,14.16%,65.08%,16.30%,68.31%,15.87%,2020/12
Medicine,01530.HK,3SBIO,9.440,4.60,4.18,4.73%,7.82%,80.98%,14.96%,N/A,27.26%,2020/12
